x,45-50,40-45,35-40,30-35,25-30,20-25,18-20,16-18,12-16
51.7828,79.1982,73.2128,67.2589,62.3247,59.4042,58.8165,60.0411,24.8432,0.7759
51.7935,79.1996,73.2151,67.2617,62.3292,59.4101,58.8226,60.0469,24.8982,0.7782
51.9002,79.2132,73.2388,67.2885,62.374,59.468,58.8827,60.1009,25.4399,0.8025
51.9964,79.2244,73.2626,67.3126,62.4144,59.5202,58.9369,60.1445,25.9183,0.8279
52.0805,79.2341,73.3073,67.3343,62.4493,59.5657,58.9844,60.1793,26.3271,0.8542
52.1595,79.2433,73.3306,67.3556,62.481,59.6082,59.0289,60.2097,26.7055,0.8845
52.3161,79.2637,73.3644,67.4024,62.5414,59.6921,59.1169,60.2714,27.457,0.9894
52.3446,79.268,73.3702,67.4118,62.5524,59.7072,59.1328,60.2838,27.5962,1.0193
52.3634,79.2709,73.3739,67.4181,62.5596,59.7172,59.1434,60.2923,27.6889,1.0325
52.3853,79.2744,73.3783,67.4256,62.568,59.7288,59.1558,60.3026,27.7979,1.0415
52.4222,79.2806,73.3855,67.4387,62.5825,59.7483,59.1775,60.321,27.9845,1.0488
52.5289,79.3016,73.4061,67.4792,62.6261,59.8044,59.2478,60.3833,28.5407,1.0534
52.6518,79.3323,73.4295,67.5294,62.6832,59.8681,59.3386,60.4781,29.1939,1.0495
52.7091,79.3488,73.4402,67.5535,62.7142,59.8976,59.3825,60.5332,29.4961,1.0468
52.7092,79.3488,73.4403,67.5536,62.7143,59.8977,59.3826,60.5333,29.497,1.0467
52.762,79.365,73.4502,67.576,62.7466,59.9246,59.4233,60.5912,29.7758,1.0443
52.9926,79.4415,73.4929,67.6718,62.9177,60.0397,59.6021,60.8997,31.053,1.0397
53.0401,79.4574,73.5017,67.6903,62.9486,60.0629,59.6388,60.9686,31.3398,1.0414
53.0771,79.4695,73.5085,67.7042,62.9706,60.0809,59.6673,61.0222,31.5691,1.0438
53.1052,79.4787,73.5136,67.7144,62.9861,60.0944,59.6888,61.0625,31.7459,1.0464
53.3072,79.5402,73.5506,67.7797,63.0736,60.1894,59.8421,61.325,33.0006,1.0844
53.3118,79.5416,73.5514,67.781,63.0752,60.1915,59.8455,61.3301,33.0272,1.0857
53.3907,79.5638,73.5657,67.8035,63.1007,60.2274,59.9041,61.4099,33.4653,1.1107
53.4848,79.5891,73.5828,67.829,63.1269,60.2694,59.9729,61.4894,33.9439,1.147
53.6426,79.6287,73.6114,67.8711,63.1653,60.3374,60.0841,61.598,34.6597,1.2184
53.648,79.63,73.6124,67.8726,63.1665,60.3397,60.0878,61.6014,34.6826,1.221
53.6522,79.631,73.6132,67.8737,63.1675,60.3415,60.0906,61.6039,34.7,1.223
53.6796,79.6374,73.6181,67.8812,63.1736,60.353,60.1092,61.621,34.8147,1.2362
53.7601,79.6557,73.6327,67.9037,63.1914,60.3863,60.1621,61.6704,35.1412,1.2756
53.9144,79.6873,73.6605,67.9478,63.2244,60.4483,60.2569,61.7727,35.7499,1.3551
54.0674,79.7133,73.688,67.9909,63.2572,60.5074,60.3414,61.8965,36.3647,1.4411
54.2713,79.7372,73.7246,68.0437,63.3037,60.5828,60.4403,62.0837,37.2241,1.5725
54.2809,79.738,73.7263,68.0459,63.306,60.5863,60.4447,62.0926,37.2648,1.5793
54.3345,79.7416,73.7359,68.0582,63.3192,60.6054,60.4699,62.1426,37.4945,1.6192
54.3888,79.7441,73.7456,68.0699,63.3332,60.6246,60.4959,62.1924,37.7264,1.6629
54.4868,79.7459,73.7632,68.0888,63.3603,60.6587,60.5438,62.2787,38.1352,1.7538
54.5169,79.7458,73.7686,68.0941,63.3692,60.669,60.5585,62.3038,38.2488,1.7855
54.644,79.7437,73.7913,68.1138,63.411,60.7118,60.62,62.4017,38.4893,1.9441
54.6476,79.7436,73.792,68.1143,63.4123,60.713,60.6217,62.4042,38.4971,1.9492
54.7529,79.7413,73.8108,68.1275,63.4547,60.7475,60.6716,62.4753,38.7476,2.1158
54.7953,79.7407,73.8184,68.1321,63.4747,60.7612,60.6915,62.5017,38.8546,2.1922
54.9632,79.7427,73.8483,68.1467,63.5767,60.8144,60.7673,62.5926,39.2877,2.5341
54.9912,79.7441,73.8533,68.1487,63.5981,60.8231,60.7795,62.6058,39.3607,2.595
55.1194,79.7551,73.8762,68.157,63.713,60.8624,60.8326,62.6579,39.6927,2.8771
55.1681,79.761,73.8849,68.1605,63.762,60.8771,60.8512,62.6741,39.8172,2.9831
55.2763,79.7764,73.9041,68.1707,63.859,60.9093,60.8873,62.7047,40.0887,3.2095
55.3456,79.7875,73.9165,68.1797,63.8944,60.9296,60.9032,62.7222,40.2594,3.343
55.3554,79.7891,73.9182,68.1811,63.8973,60.9325,60.9049,62.7246,40.2834,3.3609
55.5918,79.8282,73.9603,68.2352,63.8808,61.0003,60.9515,62.7937,40.8666,3.7389
55.6199,79.8326,73.9653,68.2443,63.8738,61.0083,60.9642,62.804,40.9379,3.7818
55.6431,79.8361,73.9694,68.2523,63.8677,61.0148,60.9758,62.813,40.9972,3.8177
55.666,79.8396,73.9735,68.2605,63.8616,61.0212,60.988,62.8223,41.0566,3.854
55.6957,79.844,73.9788,68.2717,63.8536,61.0295,61.0047,62.8349,41.1343,3.9022
55.8696,79.8683,74.0097,68.3448,63.8146,61.0777,61.1108,62.92,41.6002,4.2283
55.984,79.8833,74.0301,68.3972,63.8087,61.1089,61.1818,62.9834,41.9102,4.4932
56.1639,79.9064,74.0621,68.4784,63.8629,61.1576,61.2841,63.0903,42.3845,4.9685
56.2205,79.9138,74.0721,68.5007,63.8974,61.1728,61.3106,63.1251,42.5249,5.128
56.2718,79.9206,74.0812,68.5177,63.9353,61.1865,61.3298,63.157,42.6467,5.2751
56.2748,79.9211,74.0818,68.5185,63.9377,61.1873,61.3308,63.1589,42.6536,5.2838
56.4957,79.9611,74.121,68.5187,64.1559,61.2463,61.1713,63.2988,43.1221,5.936
56.5009,79.9626,74.122,68.517,64.1616,61.2477,61.1528,63.3021,43.1325,5.9517
56.503,79.9632,74.1223,68.5163,64.1639,61.2483,61.1465,63.3035,43.1367,5.9579
56.506,79.964,74.1229,68.5153,64.1672,61.2491,61.1376,63.3054,43.1426,5.9667
56.5105,79.9653,74.1237,68.5138,64.1721,61.2503,61.1242,63.3082,43.1516,5.9802
56.5109,79.9654,74.1237,68.5137,64.1725,61.2504,61.1232,63.3084,43.1522,5.9812
56.5118,79.9657,74.1239,68.5134,64.1736,61.2506,61.1204,63.3091,43.1541,5.9841
56.5132,79.9661,74.1242,68.5129,64.1751,61.251,61.1163,63.31,43.1569,5.9882
56.5203,79.9681,74.1254,68.5105,64.1829,61.2529,61.0956,63.3145,43.171,6.0095
