x,Over 80 D1,75-80,70-75,40-45,35-40,30-35,25-30,20-25,18-20,16-18,12-16
34.509,95.3836,95.4206,94.1148,74.6952,68.4659,63.5788,59.9871,60.0543,60.2448,8.5325,0.1052
34.6167,95.3844,95.4218,94.1166,74.7184,68.5042,63.606,60.0557,60.1377,60.3764,8.9053,0.1079
34.6944,95.3849,95.4226,94.1179,74.7348,68.5358,63.623,60.1052,60.1978,60.4708,9.272,0.1107
34.9015,95.3864,95.4243,94.1213,74.7777,68.6346,63.6738,60.2374,60.3579,60.7462,10.3593,0.1204
34.9792,95.387,95.4249,94.1226,74.7936,68.6736,63.7023,60.287,60.4179,60.8646,10.7607,0.1248
35.0051,95.3872,95.425,94.123,74.7989,68.6864,63.714,60.3035,60.4378,60.9057,10.8908,0.1263
35.3158,95.3893,95.4263,94.1282,74.8619,68.8152,63.9609,60.5015,60.6772,61.4122,12.4234,0.1462
35.3417,95.3895,95.4263,94.1286,74.8671,68.8225,63.9761,60.518,60.6971,61.4513,12.5633,0.148
35.3675,95.3896,95.4263,94.129,74.8723,68.8292,63.9633,60.5344,60.717,61.4886,12.709,0.1497
35.4452,95.3902,95.4264,94.1303,74.888,68.8458,63.9627,60.5837,60.7766,61.5819,13.1981,0.1549
35.4698,95.3903,95.4264,94.1307,74.893,68.8502,63.9655,60.5992,60.7955,61.6,13.3744,0.1565
35.4841,95.3904,95.4264,94.1309,74.8959,68.8525,63.9674,60.6082,60.8064,61.6063,13.4824,0.1574
35.5392,95.3908,95.4264,94.1318,74.9072,68.8606,63.9765,60.643,60.8487,61.5909,13.948,0.161
35.6006,95.3912,95.4263,94.1329,74.9199,68.8682,63.989,60.6816,60.8957,61.5429,14.5642,0.1648
35.6782,95.3917,95.4261,94.1341,74.9366,68.8762,64.0072,60.73,60.9551,61.5823,15.4674,0.1697
35.7818,95.3923,95.4257,94.1358,74.9607,68.8863,64.0343,60.7935,61.0342,61.7285,16.7902,0.1765
35.963,95.3935,95.4248,94.1388,74.9833,68.9092,64.0868,60.8987,61.1721,62.0392,19.0163,0.1901
36.1702,95.3948,95.4234,94.1422,75.0101,68.9541,64.1519,61.0013,61.3288,62.3914,21.2424,0.2114
36.2478,95.3953,95.4227,94.1435,75.0203,68.9756,64.177,61.0357,61.3873,62.5108,22.1687,0.2218
36.3255,95.3957,95.4221,94.1448,75.0306,68.9991,64.2025,61.0696,61.4456,62.6184,23.1462,0.2339
36.3514,95.3959,95.4218,94.1452,75.034,69.0072,64.211,61.0809,61.4649,62.6516,23.4684,0.2384
36.4938,95.3968,95.4205,94.1476,75.053,69.0549,64.2581,61.1434,61.5709,62.8159,25.2011,0.2673
36.506,95.3968,95.4203,94.1478,75.0546,69.0591,64.2622,61.1488,61.5799,62.8288,25.3484,0.2702
36.5148,95.3969,95.4203,94.1479,75.0558,69.0622,64.2651,61.1527,61.5865,62.8381,25.4549,0.2723
36.6103,95.3975,95.4193,94.1495,75.0687,69.0959,64.2969,61.1955,61.6568,62.9361,26.622,0.2974
36.7916,95.3986,95.4172,94.1525,75.0931,69.1598,64.3574,61.2773,61.7884,63.13,28.8481,0.3555
36.8175,95.3987,95.4169,94.153,75.0966,69.1686,64.3661,61.2891,61.8069,63.1611,29.1319,0.3648
36.9987,95.3998,95.4148,94.156,75.1212,69.2262,64.4266,61.3716,61.9346,63.4054,31.0742,0.436
37.1799,95.4009,95.4126,94.159,75.1459,69.2722,64.4868,61.4542,62.0571,63.6601,33.3002,0.516
37.2317,95.4012,95.4119,94.1599,75.153,69.2826,64.5039,61.4779,62.0906,63.7279,33.8807,0.5399
37.2835,95.4016,95.4113,94.1608,75.1601,69.2915,64.521,61.5015,62.1233,63.7918,34.4328,0.564
37.3871,95.4022,95.41,94.1625,75.1743,69.3064,64.5552,61.5487,62.1854,63.9041,35.5263,0.6118
37.6201,95.4037,95.407,94.1665,75.2063,69.3339,64.6314,61.6548,62.3032,64.0779,37.8452,0.7044
37.6719,95.404,95.4064,94.1674,75.2134,69.3405,64.6482,61.6784,62.3281,64.1066,38.2359,0.7209
37.7754,95.4047,95.4051,94.1692,75.2277,69.3561,64.6817,61.7253,62.383,64.1589,38.927,0.7504
37.879,95.4053,95.4039,94.1709,75.242,69.3765,64.7151,61.7722,62.4428,64.2089,39.5669,0.7772
37.9308,95.4057,95.4032,94.1718,75.2491,69.3892,64.7316,61.7955,62.4738,64.2347,39.886,0.7899
38.0085,95.4062,95.4023,94.1732,75.2599,69.4111,64.7564,61.8305,62.5213,64.2762,40.3792,0.8084
38.2415,95.4078,95.3998,94.1772,75.2923,69.4875,64.8301,61.9347,62.6678,64.4291,41.9269,0.861
38.2933,95.4082,95.3992,94.1781,75.2995,69.5046,64.8463,61.9577,62.7002,64.4678,42.271,0.8723
38.4836,95.4096,95.3974,94.1815,75.3261,69.5593,64.9055,62.0413,62.8088,64.6195,43.4039,0.9126
38.5004,95.4097,95.3972,94.1818,75.3285,69.5632,64.9106,62.0487,62.8169,64.6333,43.4897,0.916
38.5069,95.4098,95.3972,94.1819,75.3294,69.5647,64.9126,62.0515,62.82,64.6387,43.522,0.9174
38.5183,95.4098,95.3971,94.1821,75.331,69.5672,64.9162,62.0564,62.8254,64.6481,43.5778,0.9197
38.6298,95.4107,95.3961,94.1841,75.3466,69.5877,64.9504,62.1046,62.8751,64.7411,44.0606,0.9424
38.6557,95.4109,95.3959,94.1846,75.3503,69.5916,64.9583,62.1156,62.8864,64.7627,44.1562,0.9477
38.9923,95.4138,95.3936,94.1906,75.398,69.6328,65.0598,62.2555,63.0358,65.0349,45.0909,1.031
39.1477,95.4152,95.3929,94.1935,75.4202,69.6572,65.1058,62.3169,63.106,65.1512,45.4526,1.0813
39.2253,95.416,95.3927,94.1949,75.4314,69.6737,65.1286,62.3465,63.1417,65.2059,45.6417,1.1068
39.2771,95.4165,95.3925,94.1958,75.4389,69.6865,65.1437,62.3658,63.1658,65.2409,45.7715,1.1235
39.6137,95.42,95.3924,94.2021,75.4887,69.7912,65.2405,62.4803,63.3284,65.4549,46.6011,1.2177
39.6396,95.4203,95.3924,94.2026,75.4927,69.8,65.2478,62.4881,63.3403,65.4717,46.6592,1.2233
39.6655,95.4206,95.3925,94.2031,75.4967,69.8089,65.2551,62.4957,63.352,65.4887,46.7161,1.2286
39.6914,95.4209,95.3925,94.2036,75.5007,69.8177,65.2624,62.5032,63.3636,65.5059,46.7721,1.2337
39.7432,95.4215,95.3927,94.2045,75.5089,69.8352,65.277,62.5175,63.3865,65.5413,46.8813,1.243
39.7691,95.4219,95.3928,94.205,75.5131,69.8439,65.2843,62.5244,63.3979,65.5595,46.9347,1.2474
39.795,95.4222,95.3929,94.2055,75.5175,69.8524,65.2915,62.5312,63.4092,65.578,46.9874,1.2515
40.2092,95.4277,95.3958,94.2135,75.5812,69.9768,65.4052,62.6386,63.594,65.8963,47.7731,1.3074
40.2351,95.4281,95.396,94.214,75.5839,69.9838,65.4122,62.6477,63.6063,65.9158,47.8203,1.3116
40.2869,95.4288,95.3966,94.215,75.5893,69.9976,65.4261,62.668,63.6314,65.9539,47.9144,1.3208
40.3387,95.4296,95.3972,94.216,75.5947,70.0111,65.4399,62.6913,63.6577,65.9907,48.0074,1.3319
40.3646,95.43,95.3976,94.2166,75.5974,70.0177,65.4468,62.7042,63.6713,66.0085,48.0533,1.3384
40.4164,95.4308,95.3982,94.2176,75.6028,70.0306,65.4606,62.7325,63.6993,66.0429,48.1434,1.3537
40.4839,95.4319,95.3992,94.2189,75.6099,70.0468,65.4784,62.7727,63.7371,66.0847,48.2569,1.3795
40.6494,95.4347,95.4019,94.2222,75.6273,70.0822,65.5216,62.8735,63.8176,66.1737,48.5159,1.477
40.7788,95.437,95.4044,94.2248,75.641,70.1038,65.555,62.9391,63.8558,66.2313,48.7058,1.5908
40.9601,95.4405,95.4083,94.2285,75.6601,70.1219,65.6011,62.9836,63.9037,66.2978,48.9625,1.7963
41.0377,95.4421,95.4102,94.2301,75.6683,70.1245,65.6207,62.9793,63.9256,66.3223,49.0703,1.8942
41.2449,95.4466,95.4155,94.2344,75.6903,70.1192,65.6723,62.9256,63.9879,66.3805,49.3517,2.1671
41.2967,95.4478,95.417,94.2355,75.6958,70.1167,65.6851,62.9101,64.0043,66.3944,49.4203,2.2352
41.3743,95.4496,95.4192,94.2371,75.7041,70.1135,65.7042,62.8905,64.0294,66.4152,49.523,2.3339
41.5815,95.4546,95.4256,94.2415,75.7261,70.1148,65.7547,62.892,64.0983,66.4747,49.8247,2.5912
41.6332,95.456,95.4272,94.2427,75.7316,70.1191,65.7672,62.9111,64.1158,66.4913,49.9088,2.6893
41.685,95.4573,95.429,94.2438,75.7371,70.1257,65.7797,62.9379,64.1334,66.509,49.9951,2.8168
41.7109,95.458,95.4298,94.2443,75.7399,70.13,65.7859,62.9538,64.1422,66.5182,50.0388,2.891
42.177,95.471,95.4466,94.2546,75.7898,70.2725,65.8964,63.3399,64.3027,66.724,50.8419,4.4684
42.2029,95.4717,95.4476,94.2552,75.7925,70.2811,65.9025,63.3569,64.3117,66.7368,50.8861,4.5461
42.2287,95.4725,95.4486,94.2558,75.7953,70.2894,65.9086,63.3722,64.3206,66.7497,50.9301,4.6219
42.3064,95.4748,95.4516,94.2575,75.8036,70.3124,65.9267,63.4092,64.3475,66.7884,51.0598,4.8404
42.5133,95.4811,95.4599,94.2622,75.8259,70.356,65.9745,63.4536,64.4184,66.8903,51.3844,5.389
42.643,95.4851,95.4652,94.2652,75.8399,70.3741,66.0043,63.4557,64.4621,66.951,51.58,5.7676
42.6689,95.4859,95.4663,94.2658,75.8427,70.3772,66.0102,63.455,64.4706,66.9627,51.6193,5.8902
42.6948,95.4867,95.4674,94.2664,75.8455,70.3802,66.0162,63.4542,64.4791,66.9742,51.6587,6.4169
42.7984,95.4899,95.4718,94.2688,75.8567,70.3916,66.0398,63.4508,64.512,67.0181,51.8171,6.9132
42.9278,95.4939,95.4773,94.2719,75.8707,70.4063,66.0691,63.4515,64.5494,67.0678,52.017,7.4392
43.109,95.4995,95.4852,94.2762,75.8903,70.431,66.1099,63.4667,64.597,67.1269,52.301,8.1797
43.2385,95.5036,95.4908,94.2793,75.9044,70.4506,66.1389,63.4901,64.6339,67.1639,52.5086,8.7339
43.3162,95.506,95.4943,94.2812,75.9129,70.4626,66.1562,63.5101,64.6574,67.185,52.6365,9.0756
43.4197,95.5092,95.4989,94.2837,75.9242,70.4783,66.1793,63.5447,64.6896,67.2125,52.8088,9.54
43.5751,95.5139,95.5058,94.2875,75.9413,70.5003,66.2136,63.613,64.7393,67.2545,53.0501,10.2547
43.6528,95.5163,95.5093,94.2894,75.9498,70.5101,66.2308,63.6517,64.7646,67.2766,53.1585,10.6212
43.7045,95.5179,95.5116,94.2907,75.9555,70.5164,66.2421,63.678,64.7816,67.2918,53.2274,10.8702
44.0411,95.528,95.5268,94.2992,75.9928,70.5623,66.3157,63.8241,64.895,67.3945,53.6487,12.6739
44.067,95.5288,95.5279,94.2998,75.9957,70.5669,66.3213,63.8312,64.9039,67.4024,53.6803,12.8184
44.1965,95.5326,95.5338,94.3031,76.0102,70.5943,66.3494,63.8568,64.9491,67.4412,53.838,13.5356
44.2483,95.5341,95.5361,94.3045,76.0161,70.6073,66.3606,63.8635,64.9674,67.4562,53.9016,13.8212
44.4942,95.5413,95.5471,94.3108,76.0441,70.6803,66.4136,63.8879,65.0574,67.5269,54.2057,15.1754
44.6366,95.5453,95.5535,94.3145,76.0606,70.7245,66.4442,63.9118,65.113,67.5717,54.366,15.9625
44.6625,95.5461,95.5546,94.3152,76.0637,70.7322,66.4497,63.918,65.1236,67.5804,54.3939,16.1064
44.6884,95.5468,95.5558,94.3159,76.0667,70.7398,66.4553,63.925,65.1345,67.5894,54.4215,16.2509
44.792,95.5497,95.5604,94.3186,76.0791,70.7683,66.4774,63.9596,65.181,67.6278,54.5304,16.8379
44.8438,95.5512,95.5626,94.32,76.0855,70.781,66.4884,63.9803,65.2067,67.6486,54.5844,17.1397
45.025,95.5563,95.5706,94.3248,76.1087,70.8164,66.527,64.0651,65.304,67.7282,54.7721,18.199
45.258,95.5627,95.5807,94.331,76.1541,70.848,66.5765,64.1846,65.3947,67.8369,55.0164,19.5227
45.2839,95.5634,95.5818,94.3317,76.1563,70.851,66.582,64.1974,65.403,67.8489,55.0443,19.6678
45.3357,95.5648,95.584,94.3331,76.1607,70.8569,66.5929,64.2223,65.4191,67.8726,55.1012,19.9568
45.4134,95.567,95.5873,94.3352,76.1671,70.8657,66.6094,64.2575,65.4422,67.9072,55.1903,20.387
45.491,95.5691,95.5906,94.3374,76.1734,70.875,66.6258,64.2894,65.4645,67.9401,55.2848,20.8124
45.6464,95.5733,95.5972,94.3416,76.186,70.8958,66.6586,64.3414,65.5076,67.9996,55.4808,21.6428
45.6982,95.5747,95.5994,94.343,76.1901,70.9034,66.6695,64.3547,65.5216,68.0172,55.5457,21.9098
45.9053,95.5802,95.6079,94.3487,76.2067,70.9357,66.7133,64.3841,65.5767,68.0744,55.8036,22.8755
46.0089,95.583,95.6122,94.3516,76.215,70.9524,66.7351,64.3841,65.6037,68.0938,55.9323,23.3077
46.1124,95.5858,95.6164,94.3545,76.2233,70.9689,66.757,64.378,65.6305,68.1072,56.0613,23.7654
46.2419,95.5892,95.6216,94.3581,76.2336,70.9889,66.7844,64.3686,65.6638,68.1199,56.2238,24.3882
46.4949,95.5959,95.6316,94.3653,76.2538,71.0261,66.8382,64.3743,65.7284,68.1567,56.5327,25.6942
46.5526,95.5974,95.6338,94.3669,76.2584,71.0343,66.8506,64.3854,65.7432,68.1715,56.5924,26.0066
46.6044,95.5987,95.6358,94.3684,76.2625,71.0416,66.8617,64.3996,65.7565,68.1877,56.6418,26.2923
46.6562,95.6001,95.6378,94.3699,76.2667,71.0488,66.8728,64.4177,65.7699,68.2071,56.6883,26.5847
46.6821,95.6008,95.6388,94.3706,76.2687,71.0523,66.8784,64.428,65.7767,68.2179,56.7108,26.7341
46.7338,95.6021,95.6408,94.3721,76.2729,71.0594,66.8896,64.4506,65.7903,68.2412,56.7544,27.0418
46.7597,95.6028,95.6418,94.3728,76.2749,71.0629,66.8952,64.4628,65.7972,68.2536,56.7758,27.2008
46.9927,95.6088,95.6506,94.3795,76.2936,71.0941,66.9464,64.5842,65.8655,68.3748,56.9571,28.7749
47.174,95.6135,95.6573,94.3848,76.3082,71.1196,66.9871,64.6648,65.9197,68.4577,57.0862,29.8966
47.1999,95.6142,95.6583,94.3856,76.3103,71.1235,66.993,64.6733,65.9271,68.4671,57.1036,30.0503
47.2776,95.6162,95.6611,94.3878,76.3166,71.1354,67.0109,64.694,65.949,68.4902,57.1532,30.5092
47.3293,95.6175,95.663,94.3893,76.3208,71.1437,67.023,64.7043,65.9634,68.502,57.1832,30.8158
47.407,95.6195,95.6658,94.3916,76.3271,71.1568,67.0413,64.7159,65.9848,68.5155,57.2217,31.2788
47.64,95.6255,95.6742,94.3985,76.3463,71.1998,67.0986,64.738,66.0483,68.5409,57.3394,32.5959
47.6918,95.6268,95.6761,94.4,76.3507,71.2091,67.112,64.7435,66.0624,68.5465,57.3739,32.8567
47.7954,95.6295,95.6797,94.4031,76.3598,71.2261,67.1397,64.7587,66.0905,68.5609,57.4473,33.3416
48.0284,95.6354,95.6879,94.41,76.4015,71.2508,67.2067,64.8193,66.1539,68.6139,57.6228,34.4305
48.0802,95.6367,95.6897,94.4116,76.4096,71.2529,67.2219,64.836,66.168,68.6287,57.6629,34.7122
48.2614,95.6413,95.696,94.417,76.4347,71.2527,67.2731,64.8973,66.2176,68.6858,57.8043,35.8845
48.3391,95.6433,95.6986,94.4194,76.4447,71.2509,67.2937,64.9224,66.239,68.712,57.8647,36.3305
48.3909,95.6446,95.7004,94.4209,76.4512,71.2496,67.3071,64.938,66.2533,68.7298,57.9044,36.5676
48.4168,95.6452,95.7013,94.4217,76.4544,71.249,67.3136,64.9454,66.2605,68.7387,57.9239,36.6679
48.4427,95.6459,95.7022,94.4225,76.4576,71.2485,67.3201,64.9523,66.2676,68.7477,57.943,36.7585
48.4986,95.6473,95.7041,94.4242,76.4645,71.2478,67.3339,64.9663,66.2831,68.7669,57.9828,36.9303
48.6498,95.6511,95.7092,94.4288,76.4827,71.2506,67.3701,64.9965,66.3253,68.8182,58.0832,37.3139
48.6757,95.6518,95.71,94.4296,76.4857,71.252,67.3761,65.0007,66.3325,68.8267,58.0999,37.3757
48.831,95.6557,95.7152,94.4343,76.5041,71.268,67.4121,65.0213,66.3762,68.8752,58.1983,37.774
49.0382,95.6609,95.7221,94.4407,76.5282,71.3021,67.4591,65.0393,66.4352,68.9288,58.3249,38.4486
49.0641,95.6615,95.723,94.4415,76.5312,71.3067,67.4649,65.0411,66.4426,68.9343,58.3402,38.5405
49.2712,95.6667,95.7297,94.4479,76.555,71.3422,67.5111,65.0559,66.5027,68.9688,58.4554,39.2672
49.2971,95.6673,95.7306,94.4487,76.558,71.346,67.5169,65.0583,66.5102,68.9724,58.4681,39.3514
49.5014,95.6724,95.7372,94.4551,76.5812,71.3704,67.5619,65.086,66.5707,69.0004,58.5541,39.9321
49.6596,95.6764,95.7423,94.46,76.5991,71.3886,67.5967,65.1249,66.6185,69.0282,58.6416,40.3158
49.6854,95.677,95.7432,94.4608,76.6021,71.3919,67.6023,65.1333,66.6264,69.0337,58.6588,40.3764
49.7631,95.6789,95.7456,94.4633,76.6108,71.4032,67.6193,65.1622,66.6502,69.0517,58.713,40.5579
49.9444,95.6834,95.7514,94.469,76.6312,71.4399,67.6589,65.2454,66.7066,69.1009,58.8476,40.9835
50.2809,95.6918,95.7621,94.4797,76.6688,71.5501,67.7322,65.4032,66.814,69.2066,59.1065,41.7151
50.3068,95.6924,95.7629,94.4805,76.6716,71.5589,67.7378,65.4127,66.8224,69.2149,59.126,41.7646
50.5657,95.6988,95.771,94.4888,76.7004,71.6266,67.7942,65.4757,66.9075,69.2967,59.3201,42.2086
50.6434,95.7007,95.7734,94.4913,76.7089,71.636,67.8112,65.486,66.9334,69.3203,59.3854,42.3403
50.8247,95.7052,95.779,94.4971,76.7289,71.6411,67.8508,65.5009,66.9945,69.3731,59.545,42.6929
50.9282,95.7077,95.7822,94.5004,76.7403,71.6378,67.8735,65.5066,67.0298,69.4016,59.638,42.9395
51.213,95.7147,95.7909,94.5097,76.7715,71.6278,67.9362,65.5278,67.1282,69.4769,59.896,43.6471
51.2648,95.716,95.7925,94.5114,76.7772,71.6287,67.9477,65.5345,67.1462,69.4915,59.943,43.7568
51.3425,95.7179,95.7948,94.5139,76.7856,71.6324,67.9649,65.5471,67.1734,69.5147,60.0132,43.8995
51.4668,95.7209,95.7986,94.518,76.7991,71.6446,67.9927,65.5753,67.2171,69.5563,60.1277,44.0701
51.4885,95.7214,95.7993,94.5187,76.8015,71.6474,67.9976,65.5814,67.2247,69.5643,60.1486,44.0941
51.509,95.7219,95.7999,94.5193,76.8037,71.6504,68.0022,65.5875,67.2319,69.5721,60.1684,44.1155
51.5496,95.7229,95.8011,94.5207,76.8081,71.6568,68.0113,65.6005,67.2463,69.5883,60.2087,44.155
51.6532,95.7255,95.8042,94.5241,76.8193,71.6764,68.0348,65.6396,67.283,69.6337,60.3147,44.2428
51.6791,95.7261,95.805,94.5249,76.8221,71.6821,68.0407,65.6504,67.2922,69.6459,60.3417,44.263
51.8344,95.7299,95.8097,94.53,76.8387,71.7218,68.0764,65.7207,67.3482,69.7227,60.5049,44.3857
51.9121,95.7318,95.812,94.5326,76.8469,71.7449,68.0944,65.7574,67.3768,69.7617,60.5869,44.457
52.1451,95.7375,95.819,94.5403,76.8798,71.8195,68.1496,65.8607,67.4674,69.8676,60.8317,44.7456
52.1969,95.7388,95.8205,94.5421,76.8916,71.8356,68.1621,65.88,67.4888,69.8872,60.8855,44.8225
52.2746,95.7406,95.8229,94.5446,76.9067,71.8586,68.181,65.9053,67.5221,69.9144,60.965,44.9443
52.3264,95.7419,95.8244,94.5464,76.916,71.8728,68.1938,65.9201,67.545,69.9321,61.0169,45.0288
52.4817,95.7457,95.829,94.5516,76.9428,71.9085,68.2328,65.9595,67.6179,69.9886,61.1684,45.2928
52.5024,95.7462,95.8296,94.5523,76.9463,71.9123,68.2381,65.9645,67.628,69.9971,61.1894,45.3286
52.6371,95.7495,95.8336,94.5568,76.9686,71.9328,68.2729,66.0004,67.6963,70.0619,61.3367,45.5611
52.7665,95.7526,95.8374,94.5611,76.9898,71.9479,68.3073,66.0446,67.7652,70.147,61.4896,45.7807
52.8183,95.7539,95.8389,94.5629,76.9982,71.9535,68.3214,66.0667,67.7936,70.1894,61.5524,45.8661
53.0513,95.7595,95.8458,94.5708,77.0357,71.9849,68.3862,66.197,67.9272,70.4203,61.8427,46.2212
53.129,95.7614,95.8481,94.5734,77.0481,72.0025,68.4084,66.2471,67.9737,70.5013,61.9426,46.3249
53.2326,95.7639,95.8511,94.577,77.0646,72.0391,68.4384,66.3147,68.0373,70.6023,62.0797,46.4525
53.362,95.7671,95.8549,94.5814,77.0851,72.103,68.4764,66.3952,68.1194,70.7046,62.2607,46.6017
53.4397,95.769,95.8572,94.5841,77.0974,72.1411,68.4995,66.4388,68.1702,70.7479,62.3716,46.6895
53.5054,95.7706,95.8591,94.5864,77.1078,72.1681,68.5191,66.4716,68.2142,70.7752,62.462,46.7649
53.5127,95.7707,95.8593,94.5866,77.109,72.1707,68.5213,66.475,68.2191,70.7778,62.4716,46.7733
53.5691,95.7721,95.8609,94.5886,77.1178,72.1888,68.5382,66.4999,68.2577,70.7954,62.544,46.84
53.595,95.7727,95.8617,94.5895,77.1219,72.1957,68.546,66.5105,68.2756,70.8023,62.5758,46.8714
53.6468,95.774,95.8632,94.5913,77.1301,72.2076,68.5616,66.53,68.3117,70.8144,62.637,46.936
53.9575,95.7815,95.8722,94.6021,77.1788,72.2522,68.6556,66.6101,68.5299,70.8912,62.9704,47.3472
54.0611,95.784,95.8752,94.6057,77.195,72.2635,68.687,66.6255,68.5993,70.9385,63.0764,47.4837
54.1646,95.7865,95.8782,94.6094,77.2111,72.2757,68.7185,66.6371,68.6641,70.9977,63.1817,47.6144
54.2164,95.7878,95.8797,94.6112,77.2192,72.2828,68.7342,66.6422,68.6941,71.0304,63.2344,47.6769
54.2682,95.789,95.8812,94.613,77.2273,72.2911,68.7499,66.6471,68.7219,71.0642,63.2873,47.7374
54.3459,95.7909,95.8834,94.6158,77.2393,72.3061,68.7734,66.655,68.759,71.1161,63.3677,47.8257
54.5789,95.7966,95.8901,94.624,77.2755,72.3614,68.8437,66.6917,68.83,71.2634,63.5945,48.0842
54.6566,95.7984,95.8924,94.6268,77.2875,72.3764,68.867,66.7116,68.8415,71.3052,63.659,48.1727
54.6825,95.7991,95.8931,94.6278,77.2915,72.3804,68.8747,66.7194,68.8443,71.3182,63.6798,48.2029
54.7343,95.8003,95.8946,94.6296,77.2995,72.3873,68.8902,66.7369,68.8483,71.3432,63.7205,48.2647
54.9932,95.8066,95.902,94.6389,77.3393,72.418,68.9667,66.8511,68.853,71.4522,63.9163,48.5976
55.2262,95.8122,95.9087,94.6474,77.3728,72.4552,69.0339,66.9647,68.8644,71.5428,64.0866,48.9077
55.278,95.8134,95.9102,94.6493,77.379,72.4651,69.0486,66.9878,68.8701,71.5643,64.1239,48.9747
55.3039,95.8141,95.911,94.6502,77.3822,72.4703,69.0558,66.9988,68.8735,71.5755,64.1424,49.0077
55.3298,95.8147,95.9117,94.6512,77.3855,72.4757,69.0631,67.0094,68.8773,71.5869,64.1609,49.0403
55.5162,95.8192,95.917,94.658,77.4103,72.5174,69.1139,67.0749,68.9166,71.678,64.2932,49.2691
55.6146,95.8216,95.9198,94.6616,77.4237,72.5411,69.1396,67.1038,68.9469,71.7319,64.3646,49.3917
55.6663,95.8228,95.9213,94.6635,77.4308,72.554,69.1527,67.118,68.9657,71.7614,64.4029,49.4585
55.7699,95.8253,95.9243,94.6673,77.445,72.5802,69.1779,67.1451,69.0082,71.8221,64.4801,49.5988
55.8735,95.8278,95.9272,94.6711,77.4593,72.6072,69.2016,67.1718,69.0558,71.8841,64.5577,49.7507
55.9253,95.8291,95.9287,94.6731,77.4665,72.6208,69.2128,67.1855,69.081,71.9154,64.5966,49.8314
56.2101,95.8359,95.9369,94.6836,77.5059,72.6976,69.2648,67.2671,69.2263,72.0879,64.8102,50.3136
56.2877,95.8378,95.9391,94.6865,77.5167,72.7188,69.2756,67.2908,69.2624,72.1343,64.8677,50.4514
56.3913,95.8403,95.942,94.6903,77.5311,72.7473,69.2878,67.3231,69.3022,72.1942,64.9426,50.6345
56.4172,95.8409,95.9428,94.6913,77.5347,72.7544,69.2905,67.3312,69.3101,72.2084,64.9606,50.6791
56.4819,95.8425,95.9446,94.6937,77.5436,72.7722,69.2969,67.3516,69.3263,72.2394,65.001,50.7807
56.4822,95.8425,95.9446,94.6937,77.5437,72.7723,69.297,67.3517,69.3264,72.2395,65.0011,50.781
56.4874,95.8426,95.9448,94.6939,77.5444,72.7737,69.2975,67.3534,69.3275,72.2413,65.0037,50.7876
56.4949,95.8428,95.945,94.6942,77.5454,72.7758,69.2982,67.3557,69.3291,72.2435,65.0072,50.7958
56.4982,95.8429,95.9451,94.6943,77.5459,72.7767,69.2985,67.3568,69.3299,72.2443,65.0084,50.7987
56.4985,95.8429,95.9451,94.6943,77.5459,72.7768,69.2985,67.3569,69.3299,72.2443,65.0084,50.736
56.5026,95.843,95.9452,94.6944,77.5465,72.778,69.2989,67.3582,69.3308,72.2448,65.0099,50.717
56.5068,95.8431,95.9453,94.6946,77.5471,72.7791,69.2993,67.3595,69.3317,72.2445,65.0114,50.6997
56.513,95.8433,95.9455,94.6948,77.548,72.7808,69.2999,67.3615,69.3331,72.2143,65.0138,50.6803
56.5466,95.8441,95.9465,94.6961,77.5526,72.7901,69.3031,67.3721,69.3409,72.2054,65.0366,50.7414
